Date,SMB,HML,WML,MF,RF
1993-10-01,1.66416427992873,1.17518434944068,-0.415084992852588,NA,NA
1993-10-04,0.464027982030846,0.47195862941678,-0.652158177035977,-0.941493721463704,0.0220136138988858
1993-10-05,0.103926630154727,0.822747235493448,-0.84433099682083,-0.296059740971177,0.0220136138988858
1993-10-06,-0.103492315659282,-1.49254817796221,0.16672533269908,-0.326391177074226,0.0220136138988858
1993-10-07,-0.316720949187088,0.204168501757573,-0.0470992971216777,0.387925614222429,0.0220136138988858
1993-10-08,1.32064565117056,1.63143372506984,0.553758317054198,0.854689004753095,0.0220136138988858
1993-10-11,2.23180677630457,-0.32124200294309,-1.19166961109688,1.11573256630517,0.0644741113104308
1993-10-12,-0.07000263555067,0.133345054524581,1.89119137702607,0.484305865268353,0.0214867533004703
1993-10-19,-0.40851469312061,-0.439955788107227,0.434747092647858,1.14413922798977,0.149659267123625
1993-10-20,1.36233638367014,0.0762170230151682,-0.562792412891777,-0.228436996484116,0.0212757763642157
1993-10-21,-0.214945156336754,-0.0769560980958151,0.626250028874509,-1.99668238114015,0.0212757763642157
1993-10-22,-0.584180393244615,-0.529161373561948,0.146451546008852,0.972958479948827,0.0212757763642157
1993-10-25,-0.751750299449583,0.427662347133473,0.212468817608258,0.487507570335843,0.0651068293466395
1993-10-26,0.529716873248942,-0.175658268758039,-0.319032259415308,-1.30741025346217,0.02169756826369
1993-10-27,-1.37633565650348,0.66225909128359,0.744181805047361,-0.377554504621791,0.02169756826369
1993-10-28,0.0247983300879051,-0.0684457855129605,2.48471367339769,-0.402985877356565,0.02169756826369
1993-10-29,-0.140254889478642,0.359069798668665,0.0966089791736735,-0.847495014687039,0.02169756826369
1993-11-01,0.478859443962865,-0.0394429860027579,-0.511167415531988,-2.19369577164324,0.0644741113104308
1993-11-02,-0.0225729751429538,-0.0881134240436787,0.469385150703694,-0.448579209384414,0.0214867533004703
1993-11-03,-0.0776306915592051,-0.455696377082482,0.492107203460113,0.659692192569294,0.0214867533004703
1993-11-04,0.669745416251444,-0.0636373791936928,0.451518146192753,0.311244144267619,0.0214867533004703
1993-11-05,-0.435942366212771,-0.256818175629958,0.586775969354347,1.06659821824087,0.0214867533004703
1993-11-08,-0.71902641770839,-0.168030034022237,0.981457366441929,1.74248632895779,0.0651068293466395
1993-11-09,-1.19131512120271,0.210875583324532,-1.44705387039079,1.00223165954823,0.02169756826369
1993-11-10,-1.22262842410392,0.269455396501139,1.02599788695863,0.857517797216789,0.02169756826369
1993-11-16,-0.623854180097283,-0.946377964086731,2.00062844277653,2.65490280483838,0.130045003914447
1993-11-17,-0.765188119875182,1.60827207985756,1.75631717484996,1.60706715235219,0.0214867533004703
1993-11-18,-2.06552173820108,1.9935169100961,1.16607130632982,1.70047509726072,0.0214867533004703
1993-11-19,-0.317390829877029,-0.140293206858322,0.162906413515285,1.54400973442212,0.0214867533004703
1993-11-22,-0.716164247471673,-0.396755829095263,0.660370574632863,1.90828222560659,0.0670036051827028
1993-11-23,0.544603909482921,-1.27515130417036,0.738863997054362,0.663487617257563,0.0223295486023734
1993-11-24,-0.230463832255456,-1.59774087040446,0.955769809659479,-0.352462012647803,0.0223295486023734
1993-11-25,-0.850735810450254,-0.832236918476947,1.84586279821124,0.00184317908882292,0.0223295486023734
1993-11-26,-1.75766377573555,0.748279426718113,0.797064588904073,3.69671800026916,0.0223295486023734
